lot_area,firstfloor_sqft,living_area,bath,garage_area,price
9531,882,1796,2,546,211000
10400,866,1779,2,546,197900
9600,832,1641,1,546,178000
11250,1208,1208,1,546,165000
8450,856,1710,2,548,208500
8172,997,1470,2,548,135000
9000,1184,2610,2,550,303477
12925,2117,2117,2,550,237500
12384,1142,1935,2,550,197900
11584,1040,1725,2,550,197000
12118,1710,1710,2,550,240000
10667,827,1661,2,550,212000
6240,1324,1324,2,550,254000
3316,1247,1247,1,550,197000
12046,1118,2030,2,551,195000
13811,1137,1137,2,551,176000
8004,832,1935,2,552,263435
8640,1314,1314,2,552,229456
5362,661,1250,2,552,139000
9800,894,894,1,552,149900
8795,980,2256,2,554,236000
12274,1428,1428,2,554,227680
10083,1200,1200,2,555,184900
10000,1220,2090,2,556,240000
7313,1561,1561,2,556,277500
10665,1479,1479,2,558,226000
13600,1422,2337,2,560,90000
11340,1246,2290,2,560,122500
12209,804,1961,2,560,215000
9297,1728,1728,2,560,188000
6240,959,1367,1,560,127500
8125,822,1665,2,562,205950
11275,1898,2978,2,564,242000
16692,1392,2784,3,564,250000
10186,1061,1923,2,564,190000
12435,963,1792,2,564,231500
6563,1742,1742,2,564,275000
8849,1684,1684,2,564,266000
8846,750,1500,2,564,173900
11777,1320,1320,1,564,164500
13500,1252,1252,1,564,235000
10395,1032,1032,2,564,148000
9069,996,996,1,564,147000
11645,860,1720,2,565,196500
5814,1360,1360,1,565,187500
18800,790,1574,2,566,190000
10800,1096,1466,2,566,170000
17500,1902,1902,2,567,335000
8089,1419,1419,2,567,392000
12800,1644,1644,2,569,275000
4274,1241,1241,1,569,199900
8487,1500,1500,2,570,190000
11040,897,1336,1,570,108000
9313,864,1728,2,572,190000
57200,1687,1687,1,572,160000
14585,1429,1429,1,572,181900
7134,1360,1360,1,572,130000
7200,1301,1301,2,572,187750
7200,1262,1262,2,572,185000
4224,1060,1060,1,572,129900
34650,1056,1056,1,572,145000
9945,988,988,1,572,128500
8172,864,864,1,572,115000
9196,1560,1560,2,573,201000
9100,1212,1212,2,573,178000
9938,1062,1949,2,574,236000
12640,1728,1728,2,574,150900
11287,1175,1982,2,575,228500
8125,1679,1679,2,575,193500
10380,1553,2730,2,576,301000
3964,1291,2521,2,576,151400
19378,1392,2462,2,576,320000
19900,2207,2207,2,576,180000
12615,2158,2158,2,576,243000
11075,1092,2112,2,576,206900
7804,1328,1981,2,576,135000
7399,975,1950,2,576,239000
7200,998,1762,1,576,157000
7658,1752,1752,2,576,319900
13101,1728,1728,2,576,142600
8400,1390,1694,2,576,136500
25000,1632,1632,2,576,143000
6120,1067,1539,1,576,141500
70761,1533,1533,2,576,280000
9236,1494,1494,2,576,217000
14175,1437,1437,1,576,168000
10175,1425,1425,2,576,180500
12090,1422,1422,2,576,175500
25339,1416,1416,2,576,112000
11457,1412,1412,2,576,175000
13560,1392,1392,1,576,110000
9830,1287,1287,1,576,162000
7438,936,1252,1,576,127000
13072,1158,1158,1,576,158000
11782,1155,1155,1,576,148000
7200,575,1135,1,576,155000
13695,1114,1114,1,576,159000
13695,1114,1114,1,576,155000
7420,1057,1057,1,576,132000
6979,1056,1056,0,576,144000
12464,1040,1040,1,576,152000
10970,1026,1026,1,576,147000
13568,990,990,1,576,156000
10530,981,981,1,576,143250
9873,960,960,1,576,129000
10780,954,954,1,576,132500
6000,936,936,1,576,93000
8064,672,924,1,576,122900
8846,914,914,1,576,148000
8872,912,912,1,576,147000
7200,900,900,1,576,134800
9600,893,893,1,576,135000
12735,864,864,1,576,111250
10500,864,864,1,576,97000
7252,858,858,1,576,134900
6120,854,854,1,576,132000
5062,1190,2090,2,577,207500
9473,1128,2031,2,577,237000
10335,1501,1501,2,577,204000
9382,1479,1479,2,577,191000
16492,1888,1888,2,578,190000
10769,866,1768,2,578,212000
10207,874,1761,3,578,227875
4920,1338,1338,2,582,213500
10448,1378,2119,2,583,158000
9750,1108,2097,2,583,274300
10140,1680,1680,2,583,213250
11367,1091,1989,2,586,255000
23595,1332,1524,0,586,260000
9179,882,1790,2,588,193000
8393,1712,1712,2,588,145000
12677,1518,1518,1,588,274000
14115,1472,1472,2,588,187500
16157,1432,1432,1,588,194000
10012,1181,1181,2,588,137500
7937,1003,1003,1,588,142500
12122,999,999,1,588,178400
13346,1166,2295,2,590,268000
12011,1086,1924,2,592,280000
14587,1506,1506,2,592,264132
12376,1699,3222,3,594,320000
7226,798,1640,2,595,183000
18450,1465,2380,2,596,129000
9571,1144,1144,1,596,129000
12137,1661,1661,2,598,224900
18890,1361,2620,2,600,190000
10200,1509,1509,2,600,175000
7032,943,943,1,600,135960
7200,894,894,1,600,123000
11029,1414,1414,1,601,176500
9101,1110,1110,1,602,165500
9803,866,1768,2,603,226700
12798,616,1688,2,603,200000
10400,1872,1872,2,604,241500
16285,1430,1430,2,605,187100
10159,1940,1940,2,606,395192
8400,1484,1484,2,606,213000
11250,920,1786,2,608,223500
5389,1616,1616,2,608,236500
11143,1580,2466,3,610,340000
8925,1466,1466,2,610,201000
16647,1701,1701,2,611,171000
12327,1496,2132,1,612,316600
10240,1686,1686,2,612,207500
9548,941,1829,2,613,237000
8125,778,1576,2,614,197000
8640,764,1547,2,614,215200
9375,912,2094,2,615,263000
8125,756,1553,2,615,186500
11717,1442,1442,2,615,185000
12416,1651,1651,2,616,184000
7820,1869,1869,2,617,318061
10142,956,2084,2,618,233000
12227,1542,2872,2,619,272000
11029,1512,2654,2,619,250000
10994,1844,1844,2,620,257000
9842,990,2601,3,621,189000
15865,2217,2217,2,621,268000
12984,1647,1647,2,621,217500
12420,944,1840,2,622,230000
10800,1548,2614,2,624,240000
7388,1327,1327,1,624,150750
5381,1306,1306,2,624,196000
6000,786,1176,1,624,134900
8480,970,970,1,624,132500
9100,864,864,1,624,129900
7244,768,768,1,624,129500
4017,625,1250,2,625,171900
7200,1040,1040,1,625,109500
8500,1422,1422,2,626,179600
5063,1314,1314,2,626,207500
5001,1314,1314,2,626,230000
4590,1554,1554,2,627,209500
26178,1238,2519,2,628,335000
6762,1208,1208,2,628,195400
8400,2020,2020,2,630,144000
14572,1530,1530,2,630,259000
9650,1334,1334,2,630,167900
7314,1232,1232,2,632,194500
7406,1220,1220,2,632,194000
6762,1208,1208,2,632,206000
10084,1694,1694,2,636,307000
9245,939,1797,2,639,213500
13682,1426,2945,3,641,438780
12665,1133,2482,2,642,281213
13006,993,2236,2,642,222000
9550,961,1717,1,642,140000
8640,932,1852,2,644,252678
9541,1502,1502,2,644,233170
9375,1057,2034,2,645,219500
12095,1445,1445,1,645,158000
9375,1284,2169,2,647,228500
11000,997,2285,2,648,248000
9375,1053,1992,2,648,250000
3982,1567,1567,2,648,264561
4045,1500,1500,2,648,246578
3922,1402,1402,0,648,194201
3922,1258,1258,2,648,172500
25286,1040,1040,1,648,132250
7050,1057,1929,2,650,226000
13159,846,1692,2,650,224500
9900,1372,2646,2,656,260000
11198,1134,2504,2,656,325000
11999,1234,2374,2,656,285000
14054,879,1863,2,660,219210
9066,1004,1852,2,660,230000
11645,1734,1734,2,660,260000
10998,984,1604,2,660,117000
8814,1604,1604,2,660,220000
3635,1569,1569,2,660,175900
3684,1555,1555,2,660,174000
12358,854,1382,1,660,128500
6960,864,864,1,660,120500
6762,1294,1294,2,662,193879
7500,814,1674,2,663,216000
15498,2898,2898,2,665,287000
14720,2053,3238,2,666,410000
12438,1264,2576,2,666,361919
9017,1431,1431,2,666,192000
15593,1304,2287,2,667,225000
14598,894,1933,2,668,214000
12822,1518,2149,1,670,239686
11423,1601,1601,2,670,272000
11764,1164,2270,2,671,290000
15863,1687,3082,2,672,197000
11526,1423,2555,2,672,191000
15431,2402,2402,2,672,555000
14762,1547,2320,2,672,169000
7301,495,1922,3,672,198500
10800,1221,1912,2,672,163000
7630,1032,1812,2,672,140000
7264,952,1548,2,672,205000
7931,1148,1148,1,672,132500
5925,1131,1131,1,672,89471
7819,1117,1117,1,672,107000
10859,1097,1097,1,672,145000
10434,1005,1005,1,672,115000
9245,990,990,1,672,145000
7200,936,936,1,672,140000
8791,864,1728,2,673,207500
8990,1498,1498,2,675,204900
12203,1276,2612,2,676,336000
14157,1922,1922,2,676,377426
9000,786,1590,2,676,210000
9360,1381,1381,1,676,197500
7862,1218,1218,2,676,208300
11228,1080,2097,2,678,228000
12552,991,1947,2,678,254900
12003,774,1968,2,680,269500
17120,1120,1588,2,680,134432
4923,1593,1593,1,682,286000
16226,1210,2452,2,683,267000
9337,905,1786,2,684,204750
7340,858,858,1,684,110000
15611,1079,1919,2,685,233230
10440,958,1539,2,686,157500
9675,1113,1971,2,689,253000
14859,1670,1670,2,690,240000
13418,1132,2452,3,691,309000
14303,1987,1987,2,691,301500
11170,1298,2514,2,693,250000
13693,2069,2643,2,694,380000
9200,1470,2630,2,696,315000
14684,2196,2196,2,701,271900
11923,1800,1800,2,702,239000
11248,1668,1668,2,702,285000
10800,1576,2554,1,704,159500
20431,1848,2728,2,706,437154
12378,1944,1944,2,708,360000
46589,1686,2448,2,711,402000
12256,1500,2622,2,712,325000
15306,1776,1776,2,712,283463
9819,1567,1567,2,714,196000
16056,1992,2868,3,716,556581
10357,1442,1442,2,719,179900
12665,876,1416,1,720,153900
8520,910,1385,2,720,166000
10800,1130,1130,1,720,120000
7200,864,864,1,720,129000
8235,825,825,1,720,125000
9950,1214,2520,2,721,290000
10991,1571,1571,2,722,239000
13688,1572,2668,2,726,412500
14450,2121,2121,2,732,415298
11924,1182,2324,3,736,345000
11050,1476,2153,2,736,313000
10927,1058,1904,2,736,275000
8834,1462,2224,2,738,350000
10402,1226,1226,2,740,198900
13474,1122,2243,2,746,225000
13214,2018,2018,2,746,378500
14781,1787,1787,2,748,275000
12244,1482,2262,2,749,305000
9572,1453,2810,2,750,302000
9000,1566,1566,2,750,262500
8973,1053,1053,1,750,150000
12257,1328,2531,2,752,290000
11065,1120,1970,2,753,281000
15256,1464,1464,2,754,282922
8712,1306,1306,1,756,153000
12461,1624,1624,2,757,262000
11302,1826,1826,2,758,319000
14892,1746,1746,2,758,377500
10206,1563,1563,2,758,245000
14601,1838,1838,2,765,315000
14331,1800,1800,2,765,312500
11070,1959,1959,3,766,171000
13286,1698,1698,2,768,320000
16737,1980,1980,2,770,315000
16033,1850,1850,2,772,326000
11478,1704,1704,2,772,306000
12444,1932,1932,2,774,394617
11694,1828,1828,2,774,314813
10475,1694,1694,2,776,245350
11216,1489,1489,2,776,232600
11700,708,1416,2,776,179900
14774,1422,2599,2,779,333168
11250,1149,2290,2,779,255900
9600,1095,1774,2,779,87000
10084,1552,1552,2,782,212900
7060,1344,1344,2,784,206300
13837,1377,2183,2,786,229000
9416,1726,1726,2,786,311872
12456,1718,1718,2,786,337500
11670,1905,1905,2,788,320000
10562,1610,2161,1,789,325624
9965,1282,2696,2,792,383970
8944,1584,1584,2,792,124000
25419,1360,3112,2,795,235000
14541,1352,2520,2,796,310000
8163,1144,1144,1,796,143000
10463,901,1801,2,800,239900
9520,1646,1646,2,800,293077
11400,2633,2633,2,804,466500
35760,1831,3627,3,807,625000
14536,1629,1629,2,808,270000
15138,1490,2794,2,810,403000
11003,1026,2007,2,812,310000
8100,1559,1559,1,812,153500
6600,816,816,1,816,138000
12030,1694,1694,2,818,318000
13518,1966,3140,3,820,485000
12919,2364,2364,2,820,611657
11957,1574,1574,2,824,232000
10000,1588,1588,2,825,227000
10637,1718,1718,2,826,297000
11096,1656,1656,2,826,249700
8556,1240,1240,2,826,194000
11932,1580,1580,2,830,235128
8963,1175,2715,3,831,299800
13125,912,2127,2,833,238000
11787,1383,2398,2,834,315750
11844,2046,2046,2,834,372500
11394,1856,1856,1,834,394432
8688,1616,1616,2,834,232000
14260,1145,2198,2,836,250000
11308,1130,2184,2,836,335000
10800,1050,2078,2,836,339750
10437,2113,2113,2,839,350000
10316,992,1865,2,839,235000
22950,1518,3608,2,840,475000
16259,1249,2596,3,840,342643
13173,1652,1652,2,840,325000
9262,1578,1578,2,840,287090
10652,1494,1494,2,840,279500
7350,952,952,1,840,139000
53504,1690,3279,3,841,538000
13478,1728,2296,2,842,451950
13704,1541,1541,2,843,205000
10120,1203,2526,2,844,290000
12474,1742,2332,2,846,426000
13891,2076,2076,2,850,465000
9591,1143,2473,2,852,317000
14215,1158,2376,3,853,325300
9430,1268,2365,2,856,337000
9591,1713,1713,2,856,274900
13265,1689,1689,2,857,271000
14948,1476,2713,2,858,446261
10226,1630,1630,2,860,295493
11362,1836,1836,2,862,280000
11700,1320,2640,1,864,265979
22420,1370,2624,2,864,239000
13501,1636,1636,2,865,255000
11210,1614,1614,2,865,221500
13891,1710,1710,2,866,372402
11428,1634,1634,2,866,250000
9588,1482,2574,2,868,276000
8760,1391,1962,2,868,239799
18386,1675,3493,3,870,295000
9452,1407,2392,2,870,348000
10656,1646,1646,2,870,248900
10625,1006,2046,2,871,284000
6270,1001,2002,2,871,145000
12099,1136,2468,2,872,354000
11846,1792,1792,2,874,374000
10240,1038,2098,2,878,275500
13500,1521,2775,3,880,325000
11443,2028,2028,2,880,369900
10655,1629,1629,2,880,284000
19296,1382,1382,1,884,176000
9230,1200,1200,1,884,146000
10386,2000,2000,2,888,305900
11475,1776,1776,2,888,110000
12328,1034,1034,1,888,169900
10208,1277,2344,2,889,265000
14230,1600,1600,2,890,256300
50271,1842,1842,0,894,385000
14226,1973,1973,2,895,395000
9986,1795,1795,2,895,147000
9612,1468,1468,2,898,244600
12220,2020,2020,2,900,402861
8125,1654,1654,2,900,230000
8750,1002,1002,1,902,148500
9240,1055,2263,2,905,287000
14977,1976,1976,2,908,440000
11146,1717,1717,2,908,255500
12898,1620,1620,2,912,315500
7407,1236,1236,1,923,149700
14778,1640,1640,1,924,224000
6900,778,778,1,924,120500
12085,1734,1734,2,928,318000
10625,1026,1958,2,936,250000
10410,694,1214,1,936,105000
14154,1071,2172,2,947,280000
9849,1689,1689,2,954,248328
11643,1338,2634,2,968,200000
13472,2392,2392,2,968,386250
10542,1325,2418,2,983,341000
35133,1572,1572,1,995,186700
14100,1968,3447,3,1014,381000
13891,1734,2822,3,1020,582933
9000,1088,1959,2,1025,270000
10574,1082,1953,2,1043,252000
9965,1466,2828,3,1052,424870
8769,1702,1702,1,1052,367294
10728,1095,1939,2,1053,266000
16545,1310,2450,2,1069,340000
20896,2097,2097,1,1134,423000
17423,2234,2234,2,1166,501837
14803,2084,2084,2,1220,385000
18000,894,894,1,1248,81000
32463,1622,1622,1,1356,168000
12704,2042,2042,2,1390,253293
